Column Name,Description in Plain English,Logic / Formula,Source Table(s),DDL & Indexes
postcancel_logistics_prepickup_3_5,Data representing the postcancel logistics prepickup 3 5.,"logistics.logistics_funnel_lbnp_stage.""postcancel_logistics_prepickup_3_5""",logistics.logistics_funnel_lbnp_stage,
postcancel_logistics_prepickup_5_10,Data representing the postcancel logistics prepickup 5 10.,"logistics.logistics_funnel_lbnp_stage.""postcancel_logistics_prepickup_5_10""",logistics.logistics_funnel_lbnp_stage,
postcancel_logistics_prepickup_10_15,Data representing the postcancel logistics prepickup 10 15.,"logistics.logistics_funnel_lbnp_stage.""postcancel_logistics_prepickup_10_15""",logistics.logistics_funnel_lbnp_stage,
postcancel_logistics_prepickup_15_20,Data representing the postcancel logistics prepickup 15 20.,"logistics.logistics_funnel_lbnp_stage.""postcancel_logistics_prepickup_15_20""",logistics.logistics_funnel_lbnp_stage,
postcancel_logistics_prepickup_gt_20,Data representing the postcancel logistics prepickup gt 20.,"logistics.logistics_funnel_lbnp_stage.""postcancel_logistics_prepickup_gt_20""",logistics.logistics_funnel_lbnp_stage,
postcancel_logistics_postpickup,Data representing the postcancel logistics postpickup.,"logistics.logistics_funnel_lbnp_stage.""postcancel_logistics_postpickup""",logistics.logistics_funnel_lbnp_stage,
preassigned_open,Data representing the preassigned open.,"logistics.logistics_funnel_lbnp_stage.""preassigned_open""",logistics.logistics_funnel_lbnp_stage,
postassigned_open,Data representing the postassigned open.,"logistics.logistics_funnel_lbnp_stage.""postassigned_open""",logistics.logistics_funnel_lbnp_stage,
"▼ logistics_funnel_lsp   (base table, 67 cols)",,,logistics.logistics_funnel_lsp,
bap_id,Unique identifier for the Buyer App (BAP).,"logistics.logistics_funnel_lsp.""bap_id""",logistics.logistics_funnel_lsp,
bpp_id,Unique identifier for the Seller App (BPP).,"logistics.logistics_funnel_lsp.""bpp_id""",logistics.logistics_funnel_lsp,
date,Timestamp or date indicating when date occurred.,"logistics.logistics_funnel_lsp.""date""",logistics.logistics_funnel_lsp,
linked,Data representing the linked.,"logistics.logistics_funnel_lsp.""linked""",logistics.logistics_funnel_lsp,
pick_up_pincode,Indian postal code (pincode).,"logistics.logistics_funnel_lsp.""pick_up_pincode""",logistics.logistics_funnel_lsp,
delivery_pincode,Indian postal code (pincode).,"logistics.logistics_funnel_lsp.""delivery_pincode""",logistics.logistics_funnel_lsp,
retail_category,Timestamp or date indicating when retail category occurred.,"logistics.logistics_funnel_lsp.""retail_category""",logistics.logistics_funnel_lsp,
shipment_type,Data representing the shipment type.,"logistics.logistics_funnel_lsp.""shipment_type""",logistics.logistics_funnel_lsp,
fulfillment_type,Data representing the fulfillment type.,"logistics.logistics_funnel_lsp.""fulfillment_type""",logistics.logistics_funnel_lsp,
request,Data representing the request.,"logistics.logistics_funnel_lsp.""request""",logistics.logistics_funnel_lsp,
unique_retail_order,Data representing the unique retail order.,"logistics.logistics_funnel_lsp.""unique_retail_order""",logistics.logistics_funnel_lsp,
on_confirms,Data representing the on confirms.,"logistics.logistics_funnel_lsp.""on_confirms""",logistics.logistics_funnel_lsp,
confirmed_orders,Data representing the confirmed orders.,"logistics.logistics_funnel_lsp.""confirmed_orders""",logistics.logistics_funnel_lsp,
assigned,Data representing the assigned.,"logistics.logistics_funnel_lsp.""assigned""",logistics.logistics_funnel_lsp,
delivered,Data representing the delivered.,"logistics.logistics_funnel_lsp.""delivered""",logistics.logistics_funnel_lsp,
preassigned_cancel,Data representing the preassigned cancel.,"logistics.logistics_funnel_lsp.""preassigned_cancel""",logistics.logistics_funnel_lsp,
precancel_buyer,Data representing the precancel buyer.,"logistics.logistics_funnel_lsp.""precancel_buyer""",logistics.logistics_funnel_lsp,
precancel_buyer_0_2,Data representing the precancel buyer 0 2.,"logistics.logistics_funnel_lsp.""precancel_buyer_0_2""",logistics.logistics_funnel_lsp,
precancel_buyer_3_5,Data representing the precancel buyer 3 5.,"logistics.logistics_funnel_lsp.""precancel_buyer_3_5""",logistics.logistics_funnel_lsp,
precancel_buyer_5_10,Data representing the precancel buyer 5 10.,"logistics.logistics_funnel_lsp.""precancel_buyer_5_10""",logistics.logistics_funnel_lsp,
precancel_buyer_10_15,Data representing the precancel buyer 10 15.,"logistics.logistics_funnel_lsp.""precancel_buyer_10_15""",logistics.logistics_funnel_lsp,
precancel_buyer_15_20,Data representing the precancel buyer 15 20.,"logistics.logistics_funnel_lsp.""precancel_buyer_15_20""",logistics.logistics_funnel_lsp,
precancel_buyer_gt_20,Data representing the precancel buyer gt 20.,"logistics.logistics_funnel_lsp.""precancel_buyer_gt_20""",logistics.logistics_funnel_lsp,
precancel_seller,Data representing the precancel seller.,"logistics.logistics_funnel_lsp.""precancel_seller""",logistics.logistics_funnel_lsp,
precancel_seller_0_2,Data representing the precancel seller 0 2.,"logistics.logistics_funnel_lsp.""precancel_seller_0_2""",logistics.logistics_funnel_lsp,
precancel_seller_3_5,Data representing the precancel seller 3 5.,"logistics.logistics_funnel_lsp.""precancel_seller_3_5""",logistics.logistics_funnel_lsp,
precancel_seller_5_10,Data representing the precancel seller 5 10.,"logistics.logistics_funnel_lsp.""precancel_seller_5_10""",logistics.logistics_funnel_lsp,
precancel_seller_10_15,Data representing the precancel seller 10 15.,"logistics.logistics_funnel_lsp.""precancel_seller_10_15""",logistics.logistics_funnel_lsp,
precancel_seller_15_20,Data representing the precancel seller 15 20.,"logistics.logistics_funnel_lsp.""precancel_seller_15_20""",logistics.logistics_funnel_lsp,
precancel_seller_gt_20,Data representing the precancel seller gt 20.,"logistics.logistics_funnel_lsp.""precancel_seller_gt_20""",logistics.logistics_funnel_lsp,
precancel_logistics,Data representing the precancel logistics.,"logistics.logistics_funnel_lsp.""precancel_logistics""",logistics.logistics_funnel_lsp,
precancel_logistics_0_2,Data representing the precancel logistics 0 2.,"logistics.logistics_funnel_lsp.""precancel_logistics_0_2""",logistics.logistics_funnel_lsp,
precancel_logistics_3_5,Data representing the precancel logistics 3 5.,"logistics.logistics_funnel_lsp.""precancel_logistics_3_5""",logistics.logistics_funnel_lsp,
precancel_logistics_5_10,Data representing the precancel logistics 5 10.,"logistics.logistics_funnel_lsp.""precancel_logistics_5_10""",logistics.logistics_funnel_lsp,
precancel_logistics_10_15,Data representing the precancel logistics 10 15.,"logistics.logistics_funnel_lsp.""precancel_logistics_10_15""",logistics.logistics_funnel_lsp,
precancel_logistics_15_20,Data representing the precancel logistics 15 20.,"logistics.logistics_funnel_lsp.""precancel_logistics_15_20""",logistics.logistics_funnel_lsp,
precancel_logistics_gt_20,Data representing the precancel logistics gt 20.,"logistics.logistics_funnel_lsp.""precancel_logistics_gt_20""",logistics.logistics_funnel_lsp,
postassigned_cancel,Data representing the postassigned cancel.,"logistics.logistics_funnel_lsp.""postassigned_cancel""",logistics.logistics_funnel_lsp,
postcancel_buyer,Data representing the postcancel buyer.,"logistics.logistics_funnel_lsp.""postcancel_buyer""",logistics.logistics_funnel_lsp,
postcancel_buyer_prepickup,Data representing the postcancel buyer prepickup.,"logistics.logistics_funnel_lsp.""postcancel_buyer_prepickup""",logistics.logistics_funnel_lsp,
postcancel_buyer_prepickup_0_2,Data representing the postcancel buyer prepickup 0 2.,"logistics.logistics_funnel_lsp.""postcancel_buyer_prepickup_0_2""",logistics.logistics_funnel_lsp,
postcancel_buyer_prepickup_3_5,Data representing the postcancel buyer prepickup 3 5.,"logistics.logistics_funnel_lsp.""postcancel_buyer_prepickup_3_5""",logistics.logistics_funnel_lsp,
postcancel_buyer_prepickup_5_10,Data representing the postcancel buyer prepickup 5 10.,"logistics.logistics_funnel_lsp.""postcancel_buyer_prepickup_5_10""",logistics.logistics_funnel_lsp,
postcancel_buyer_prepickup_10_15,Data representing the postcancel buyer prepickup 10 15.,"logistics.logistics_funnel_lsp.""postcancel_buyer_prepickup_10_15""",logistics.logistics_funnel_lsp,
postcancel_buyer_prepickup_15_20,Data representing the postcancel buyer prepickup 15 20.,"logistics.logistics_funnel_lsp.""postcancel_buyer_prepickup_15_20""",logistics.logistics_funnel_lsp,
postcancel_buyer_prepickup_gt_20,Data representing the postcancel buyer prepickup gt 20.,"logistics.logistics_funnel_lsp.""postcancel_buyer_prepickup_gt_20""",logistics.logistics_funnel_lsp,
postcancel_buyer_postpickup,Data representing the postcancel buyer postpickup.,"logistics.logistics_funnel_lsp.""postcancel_buyer_postpickup""",logistics.logistics_funnel_lsp,
postcancel_seller,Data representing the postcancel seller.,"logistics.logistics_funnel_lsp.""postcancel_seller""",logistics.logistics_funnel_lsp,
postcancel_seller_prepickup,Data representing the postcancel seller prepickup.,"logistics.logistics_funnel_lsp.""postcancel_seller_prepickup""",logistics.logistics_funnel_lsp,
postcancel_seller_prepickup_0_2,Data representing the postcancel seller prepickup 0 2.,"logistics.logistics_funnel_lsp.""postcancel_seller_prepickup_0_2""",logistics.logistics_funnel_lsp,
postcancel_seller_prepickup_3_5,Data representing the postcancel seller prepickup 3 5.,"logistics.logistics_funnel_lsp.""postcancel_seller_prepickup_3_5""",logistics.logistics_funnel_lsp,
postcancel_seller_prepickup_5_10,Data representing the postcancel seller prepickup 5 10.,"logistics.logistics_funnel_lsp.""postcancel_seller_prepickup_5_10""",logistics.logistics_funnel_lsp,
postcancel_seller_prepickup_10_15,Data representing the postcancel seller prepickup 10 15.,"logistics.logistics_funnel_lsp.""postcancel_seller_prepickup_10_15""",logistics.logistics_funnel_lsp,
postcancel_seller_prepickup_15_20,Data representing the postcancel seller prepickup 15 20.,"logistics.logistics_funnel_lsp.""postcancel_seller_prepickup_15_20""",logistics.logistics_funnel_lsp,
postcancel_seller_prepickup_gt_20,Data representing the postcancel seller prepickup gt 20.,"logistics.logistics_funnel_lsp.""postcancel_seller_prepickup_gt_20""",logistics.logistics_funnel_lsp,
postcancel_seller_postpickup,Data representing the postcancel seller postpickup.,"logistics.logistics_funnel_lsp.""postcancel_seller_postpickup""",logistics.logistics_funnel_lsp,
postcancel_logistics,Data representing the postcancel logistics.,"logistics.logistics_funnel_lsp.""postcancel_logistics""",logistics.logistics_funnel_lsp,
postcancel_logistics_prepickup,Data representing the postcancel logistics prepickup.,"logistics.logistics_funnel_lsp.""postcancel_logistics_prepickup""",logistics.logistics_funnel_lsp,
postcancel_logistics_prepickup_0_2,Data representing the postcancel logistics prepickup 0 2.,"logistics.logistics_funnel_lsp.""postcancel_logistics_prepickup_0_2""",logistics.logistics_funnel_lsp,
postcancel_logistics_prepickup_3_5,Data representing the postcancel logistics prepickup 3 5.,"logistics.logistics_funnel_lsp.""postcancel_logistics_prepickup_3_5""",logistics.logistics_funnel_lsp,
postcancel_logistics_prepickup_5_10,Data representing the postcancel logistics prepickup 5 10.,"logistics.logistics_funnel_lsp.""postcancel_logistics_prepickup_5_10""",logistics.logistics_funnel_lsp,
postcancel_logistics_prepickup_10_15,Data representing the postcancel logistics prepickup 10 15.,"logistics.logistics_funnel_lsp.""postcancel_logistics_prepickup_10_15""",logistics.logistics_funnel_lsp,
postcancel_logistics_prepickup_15_20,Data representing the postcancel logistics prepickup 15 20.,"logistics.logistics_funnel_lsp.""postcancel_logistics_prepickup_15_20""",logistics.logistics_funnel_lsp,
postcancel_logistics_prepickup_gt_20,Data representing the postcancel logistics prepickup gt 20.,"logistics.logistics_funnel_lsp.""postcancel_logistics_prepickup_gt_20""",logistics.logistics_funnel_lsp,
postcancel_logistics_postpickup,Data representing the postcancel logistics postpickup.,"logistics.logistics_funnel_lsp.""postcancel_logistics_postpickup""",logistics.logistics_funnel_lsp,
preassigned_open,Data representing the preassigned open.,"logistics.logistics_funnel_lsp.""preassigned_open""",logistics.logistics_funnel_lsp,
postassigned_open,Data representing the postassigned open.,"logistics.logistics_funnel_lsp.""postassigned_open""",logistics.logistics_funnel_lsp,
"▼ logistics_funnel_lsp_bv   (view, 80 cols)",,,logistics.logistics_funnel_lsp_bv,"SELECT lfl.bap_id,
    lfl.bpp_id,
    lfl.date,
    lfl.linked,
    lfl.pick_up_pincode,
    lfl.delivery_pincode,
    lfl.retail_category,
    lfl.shipment_type,
    lfl.fulfillment_type,
    lfl.request,
    lfl.unique_retail_order,
    lfl.on_confirms,
    lfl.confirmed_orders,
    lfl.assigned,
    lfl.delivered,
    lfl.preassigned_cancel,
    lfl.precancel_buyer,
    lfl.precancel_buyer_0_2,
    lfl.precancel_buyer_3_5,
    lfl.precancel_buyer_5_10,
    lfl.precancel_buyer_10_15,
    lfl.precancel_buyer_15_20,
    lfl.precancel_buyer_gt_20,
    lfl.precancel_seller,
    lfl.precancel_seller_0_2,
    lfl.precancel_seller_3_5,
    lfl.precancel_seller_5_10,
    lfl.precancel_seller_10_15,
    lfl.precancel_seller_15_20,
    lfl.precancel_seller_gt_20,
    lfl.precancel_logistics,
    lfl.precancel_logistics_0_2,
    lfl.precancel_logistics_3_5,
    lfl.precancel_logistics_5_10,
    lfl.precancel_logistics_10_15,
    lfl.precancel_logistics_15_20,
    lfl.precancel_logistics_gt_20,
    lfl.postassigned_cancel,
    lfl.postcancel_buyer,
    lfl.postcancel_buyer_prepickup,
    lfl.postcancel_buyer_prepickup_0_2,
    lfl.postcancel_buyer_prepickup_3_5,
    lfl.postcancel_buyer_prepickup_5_10,
    lfl.postcancel_buyer_prepickup_10_15,
    lfl.postcancel_buyer_prepickup_15_20,
    lfl.postcancel_buyer_prepickup_gt_20,
    lfl.postcancel_buyer_postpickup,
    lfl.postcancel_seller,
    lfl.postcancel_seller_prepickup,
    lfl.postcancel_seller_prepickup_0_2,
    lfl.postcancel_seller_prepickup_3_5,
    lfl.postcancel_seller_prepickup_5_10,
    lfl.postcancel_seller_prepickup_10_15,
    lfl.postcancel_seller_prepickup_15_20,
    lfl.postcancel_seller_prepickup_gt_20,
    lfl.postcancel_seller_postpickup,
    lfl.postcancel_logistics,
    lfl.postcancel_logistics_prepickup,
    lfl.postcancel_logistics_prepickup_0_2,
    lfl.postcancel_logistics_prepickup_3_5,
    lfl.postcancel_logistics_prepickup_5_10,
    lfl.postcancel_logistics_prepickup_10_15,
    lfl.postcancel_logistics_prepickup_15_20,
    lfl.postcancel_logistics_prepickup_gt_20,
    lfl.postcancel_logistics_postpickup,
    lfl.preassigned_open,
    lfl.postassigned_open,
    lfl.request AS total_request_lsp,
    lfl.confirmed_orders AS total_confirm_lsp_table,
    lfl.unique_retail_order AS total_unique_retail_order_lsp,
    lnp.logistics_np_name AS ""Logistics Network Partner"",
    snp.seller_np_name AS ""Seller NP"",
    sp.statename AS ""Pick Up State"",
    dp.statename AS ""Delivery State"",
    sp.districtname AS ""Pick Up City"",
    dp.districtname AS ""Delivery City"",
    sp.tier AS ""Pick Up Tier"",
    dp.tier AS ""Delivery Tier"",
    sp.zones AS ""Pick Up Zone"",
    dp.zones AS ""Delivery Zone""
   FROM logistics.logistics_funnel_lsp lfl
     LEFT JOIN dimension.dim_logistics_np lnp ON lfl.bpp_id::text = lnp.logistics_np::text
     LEFT JOIN dimension.dim_logistics_seller_np snp ON lfl.bap_id::text = snp.seller_np::text
     LEFT JOIN dimension.dim_pincode sp ON lfl.pick_up_pincode::text = sp.pincode::text
     LEFT JOIN dimension.dim_pincode dp ON lfl.delivery_pincode::text = dp.pincode::text;"
bap_id,Unique identifier for the Buyer App (BAP).,"logistics.logistics_funnel_lsp_bv.""bap_id""",logistics.logistics_funnel_lsp_bv,
bpp_id,Unique identifier for the Seller App (BPP).,"logistics.logistics_funnel_lsp_bv.""bpp_id""",logistics.logistics_funnel_lsp_bv,
date,Timestamp or date indicating when date occurred.,"logistics.logistics_funnel_lsp_bv.""date""",logistics.logistics_funnel_lsp_bv,
linked,Data representing the linked.,"logistics.logistics_funnel_lsp_bv.""linked""",logistics.logistics_funnel_lsp_bv,
pick_up_pincode,Indian postal code (pincode).,"logistics.logistics_funnel_lsp_bv.""pick_up_pincode""",logistics.logistics_funnel_lsp_bv,
delivery_pincode,Indian postal code (pincode).,"logistics.logistics_funnel_lsp_bv.""delivery_pincode""",logistics.logistics_funnel_lsp_bv,
retail_category,Timestamp or date indicating when retail category occurred.,"logistics.logistics_funnel_lsp_bv.""retail_category""",logistics.logistics_funnel_lsp_bv,
shipment_type,Data representing the shipment type.,"logistics.logistics_funnel_lsp_bv.""shipment_type""",logistics.logistics_funnel_lsp_bv,
fulfillment_type,Data representing the fulfillment type.,"logistics.logistics_funnel_lsp_bv.""fulfillment_type""",logistics.logistics_funnel_lsp_bv,
request,Data representing the request.,"logistics.logistics_funnel_lsp_bv.""request""",logistics.logistics_funnel_lsp_bv,
unique_retail_order,Data representing the unique retail order.,"logistics.logistics_funnel_lsp_bv.""unique_retail_order""",logistics.logistics_funnel_lsp_bv,
on_confirms,Data representing the on confirms.,"logistics.logistics_funnel_lsp_bv.""on_confirms""",logistics.logistics_funnel_lsp_bv,
confirmed_orders,Data representing the confirmed orders.,"logistics.logistics_funnel_lsp_bv.""confirmed_orders""",logistics.logistics_funnel_lsp_bv,
assigned,Data representing the assigned.,"logistics.logistics_funnel_lsp_bv.""assigned""",logistics.logistics_funnel_lsp_bv,
delivered,Data representing the delivered.,"logistics.logistics_funnel_lsp_bv.""delivered""",logistics.logistics_funnel_lsp_bv,
preassigned_cancel,Data representing the preassigned cancel.,"logistics.logistics_funnel_lsp_bv.""preassigned_cancel""",logistics.logistics_funnel_lsp_bv,
precancel_buyer,Data representing the precancel buyer.,"logistics.logistics_funnel_lsp_bv.""precancel_buyer""",logistics.logistics_funnel_lsp_bv,
precancel_buyer_0_2,Data representing the precancel buyer 0 2.,"logistics.logistics_funnel_lsp_bv.""precancel_buyer_0_2""",logistics.logistics_funnel_lsp_bv,
precancel_buyer_3_5,Data representing the precancel buyer 3 5.,"logistics.logistics_funnel_lsp_bv.""precancel_buyer_3_5""",logistics.logistics_funnel_lsp_bv,
precancel_buyer_5_10,Data representing the precancel buyer 5 10.,"logistics.logistics_funnel_lsp_bv.""precancel_buyer_5_10""",logistics.logistics_funnel_lsp_bv,
precancel_buyer_10_15,Data representing the precancel buyer 10 15.,"logistics.logistics_funnel_lsp_bv.""precancel_buyer_10_15""",logistics.logistics_funnel_lsp_bv,
precancel_buyer_15_20,Data representing the precancel buyer 15 20.,"logistics.logistics_funnel_lsp_bv.""precancel_buyer_15_20""",logistics.logistics_funnel_lsp_bv,
precancel_buyer_gt_20,Data representing the precancel buyer gt 20.,"logistics.logistics_funnel_lsp_bv.""precancel_buyer_gt_20""",logistics.logistics_funnel_lsp_bv,
precancel_seller,Data representing the precancel seller.,"logistics.logistics_funnel_lsp_bv.""precancel_seller""",logistics.logistics_funnel_lsp_bv,
precancel_seller_0_2,Data representing the precancel seller 0 2.,"logistics.logistics_funnel_lsp_bv.""precancel_seller_0_2""",logistics.logistics_funnel_lsp_bv,
precancel_seller_3_5,Data representing the precancel seller 3 5.,"logistics.logistics_funnel_lsp_bv.""precancel_seller_3_5""",logistics.logistics_funnel_lsp_bv,
precancel_seller_5_10,Data representing the precancel seller 5 10.,"logistics.logistics_funnel_lsp_bv.""precancel_seller_5_10""",logistics.logistics_funnel_lsp_bv,
precancel_seller_10_15,Data representing the precancel seller 10 15.,"logistics.logistics_funnel_lsp_bv.""precancel_seller_10_15""",logistics.logistics_funnel_lsp_bv,
precancel_seller_15_20,Data representing the precancel seller 15 20.,"logistics.logistics_funnel_lsp_bv.""precancel_seller_15_20""",logistics.logistics_funnel_lsp_bv,
precancel_seller_gt_20,Data representing the precancel seller gt 20.,"logistics.logistics_funnel_lsp_bv.""precancel_seller_gt_20""",logistics.logistics_funnel_lsp_bv,
precancel_logistics,Data representing the precancel logistics.,"logistics.logistics_funnel_lsp_bv.""precancel_logistics""",logistics.logistics_funnel_lsp_bv,
precancel_logistics_0_2,Data representing the precancel logistics 0 2.,"logistics.logistics_funnel_lsp_bv.""precancel_logistics_0_2""",logistics.logistics_funnel_lsp_bv,
precancel_logistics_3_5,Data representing the precancel logistics 3 5.,"logistics.logistics_funnel_lsp_bv.""precancel_logistics_3_5""",logistics.logistics_funnel_lsp_bv,
precancel_logistics_5_10,Data representing the precancel logistics 5 10.,"logistics.logistics_funnel_lsp_bv.""precancel_logistics_5_10""",logistics.logistics_funnel_lsp_bv,
precancel_logistics_10_15,Data representing the precancel logistics 10 15.,"logistics.logistics_funnel_lsp_bv.""precancel_logistics_10_15""",logistics.logistics_funnel_lsp_bv,
precancel_logistics_15_20,Data representing the precancel logistics 15 20.,"logistics.logistics_funnel_lsp_bv.""precancel_logistics_15_20""",logistics.logistics_funnel_lsp_bv,
precancel_logistics_gt_20,Data representing the precancel logistics gt 20.,"logistics.logistics_funnel_lsp_bv.""precancel_logistics_gt_20""",logistics.logistics_funnel_lsp_bv,
postassigned_cancel,Data representing the postassigned cancel.,"logistics.logistics_funnel_lsp_bv.""postassigned_cancel""",logistics.logistics_funnel_lsp_bv,
postcancel_buyer,Data representing the postcancel buyer.,"logistics.logistics_funnel_lsp_bv.""postcancel_buyer""",logistics.logistics_funnel_lsp_bv,
postcancel_buyer_prepickup,Data representing the postcancel buyer prepickup.,"logistics.logistics_funnel_lsp_bv.""postcancel_buyer_prepickup""",logistics.logistics_funnel_lsp_bv,
postcancel_buyer_prepickup_0_2,Data representing the postcancel buyer prepickup 0 2.,"logistics.logistics_funnel_lsp_bv.""postcancel_buyer_prepickup_0_2""",logistics.logistics_funnel_lsp_bv,
postcancel_buyer_prepickup_3_5,Data representing the postcancel buyer prepickup 3 5.,"logistics.logistics_funnel_lsp_bv.""postcancel_buyer_prepickup_3_5""",logistics.logistics_funnel_lsp_bv,
postcancel_buyer_prepickup_5_10,Data representing the postcancel buyer prepickup 5 10.,"logistics.logistics_funnel_lsp_bv.""postcancel_buyer_prepickup_5_10""",logistics.logistics_funnel_lsp_bv,
postcancel_buyer_prepickup_10_15,Data representing the postcancel buyer prepickup 10 15.,"logistics.logistics_funnel_lsp_bv.""postcancel_buyer_prepickup_10_15""",logistics.logistics_funnel_lsp_bv,
postcancel_buyer_prepickup_15_20,Data representing the postcancel buyer prepickup 15 20.,"logistics.logistics_funnel_lsp_bv.""postcancel_buyer_prepickup_15_20""",logistics.logistics_funnel_lsp_bv,
postcancel_buyer_prepickup_gt_20,Data representing the postcancel buyer prepickup gt 20.,"logistics.logistics_funnel_lsp_bv.""postcancel_buyer_prepickup_gt_20""",logistics.logistics_funnel_lsp_bv,
postcancel_buyer_postpickup,Data representing the postcancel buyer postpickup.,"logistics.logistics_funnel_lsp_bv.""postcancel_buyer_postpickup""",logistics.logistics_funnel_lsp_bv,
postcancel_seller,Data representing the postcancel seller.,"logistics.logistics_funnel_lsp_bv.""postcancel_seller""",logistics.logistics_funnel_lsp_bv,
postcancel_seller_prepickup,Data representing the postcancel seller prepickup.,"logistics.logistics_funnel_lsp_bv.""postcancel_seller_prepickup""",logistics.logistics_funnel_lsp_bv,
postcancel_seller_prepickup_0_2,Data representing the postcancel seller prepickup 0 2.,"logistics.logistics_funnel_lsp_bv.""postcancel_seller_prepickup_0_2""",logistics.logistics_funnel_lsp_bv,
postcancel_seller_prepickup_3_5,Data representing the postcancel seller prepickup 3 5.,"logistics.logistics_funnel_lsp_bv.""postcancel_seller_prepickup_3_5""",logistics.logistics_funnel_lsp_bv,
postcancel_seller_prepickup_5_10,Data representing the postcancel seller prepickup 5 10.,"logistics.logistics_funnel_lsp_bv.""postcancel_seller_prepickup_5_10""",logistics.logistics_funnel_lsp_bv,
postcancel_seller_prepickup_10_15,Data representing the postcancel seller prepickup 10 15.,"logistics.logistics_funnel_lsp_bv.""postcancel_seller_prepickup_10_15""",logistics.logistics_funnel_lsp_bv,
postcancel_seller_prepickup_15_20,Data representing the postcancel seller prepickup 15 20.,"logistics.logistics_funnel_lsp_bv.""postcancel_seller_prepickup_15_20""",logistics.logistics_funnel_lsp_bv,
postcancel_seller_prepickup_gt_20,Data representing the postcancel seller prepickup gt 20.,"logistics.logistics_funnel_lsp_bv.""postcancel_seller_prepickup_gt_20""",logistics.logistics_funnel_lsp_bv,
postcancel_seller_postpickup,Data representing the postcancel seller postpickup.,"logistics.logistics_funnel_lsp_bv.""postcancel_seller_postpickup""",logistics.logistics_funnel_lsp_bv,
postcancel_logistics,Data representing the postcancel logistics.,"logistics.logistics_funnel_lsp_bv.""postcancel_logistics""",logistics.logistics_funnel_lsp_bv,
postcancel_logistics_prepickup,Data representing the postcancel logistics prepickup.,"logistics.logistics_funnel_lsp_bv.""postcancel_logistics_prepickup""",logistics.logistics_funnel_lsp_bv,
postcancel_logistics_prepickup_0_2,Data representing the postcancel logistics prepickup 0 2.,"logistics.logistics_funnel_lsp_bv.""postcancel_logistics_prepickup_0_2""",logistics.logistics_funnel_lsp_bv,
postcancel_logistics_prepickup_3_5,Data representing the postcancel logistics prepickup 3 5.,"logistics.logistics_funnel_lsp_bv.""postcancel_logistics_prepickup_3_5""",logistics.logistics_funnel_lsp_bv,
postcancel_logistics_prepickup_5_10,Data representing the postcancel logistics prepickup 5 10.,"logistics.logistics_funnel_lsp_bv.""postcancel_logistics_prepickup_5_10""",logistics.logistics_funnel_lsp_bv,
postcancel_logistics_prepickup_10_15,Data representing the postcancel logistics prepickup 10 15.,"logistics.logistics_funnel_lsp_bv.""postcancel_logistics_prepickup_10_15""",logistics.logistics_funnel_lsp_bv,
postcancel_logistics_prepickup_15_20,Data representing the postcancel logistics prepickup 15 20.,"logistics.logistics_funnel_lsp_bv.""postcancel_logistics_prepickup_15_20""",logistics.logistics_funnel_lsp_bv,
postcancel_logistics_prepickup_gt_20,Data representing the postcancel logistics prepickup gt 20.,"logistics.logistics_funnel_lsp_bv.""postcancel_logistics_prepickup_gt_20""",logistics.logistics_funnel_lsp_bv,
postcancel_logistics_postpickup,Data representing the postcancel logistics postpickup.,"logistics.logistics_funnel_lsp_bv.""postcancel_logistics_postpickup""",logistics.logistics_funnel_lsp_bv,
preassigned_open,Data representing the preassigned open.,"logistics.logistics_funnel_lsp_bv.""preassigned_open""",logistics.logistics_funnel_lsp_bv,
postassigned_open,Data representing the postassigned open.,"logistics.logistics_funnel_lsp_bv.""postassigned_open""",logistics.logistics_funnel_lsp_bv,
total_request_lsp,Logistics Service Provider reference.,"logistics.logistics_funnel_lsp_bv.""total_request_lsp""",logistics.logistics_funnel_lsp_bv,
total_confirm_lsp_table,Logistics Service Provider reference.,"logistics.logistics_funnel_lsp_bv.""total_confirm_lsp_table""",logistics.logistics_funnel_lsp_bv,
total_unique_retail_order_lsp,Logistics Service Provider reference.,"logistics.logistics_funnel_lsp_bv.""total_unique_retail_order_lsp""",logistics.logistics_funnel_lsp_bv,
Logistics Network Partner,Data representing the logistics network partner.,"logistics.logistics_funnel_lsp_bv.""Logistics Network Partner""",logistics.logistics_funnel_lsp_bv,
Seller NP,Data representing the seller np.,"logistics.logistics_funnel_lsp_bv.""Seller NP""",logistics.logistics_funnel_lsp_bv,
Pick Up State,Turn-Around-Time (TAT) measurement.,"logistics.logistics_funnel_lsp_bv.""Pick Up State""",logistics.logistics_funnel_lsp_bv,
Delivery State,Turn-Around-Time (TAT) measurement.,"logistics.logistics_funnel_lsp_bv.""Delivery State""",logistics.logistics_funnel_lsp_bv,
Pick Up City,City name for the given context.,"logistics.logistics_funnel_lsp_bv.""Pick Up City""",logistics.logistics_funnel_lsp_bv,
Delivery City,City name for the given context.,"logistics.logistics_funnel_lsp_bv.""Delivery City""",logistics.logistics_funnel_lsp_bv,
Pick Up Tier,Data representing the pick up tier.,"logistics.logistics_funnel_lsp_bv.""Pick Up Tier""",logistics.logistics_funnel_lsp_bv,
Delivery Tier,Data representing the delivery tier.,"logistics.logistics_funnel_lsp_bv.""Delivery Tier""",logistics.logistics_funnel_lsp_bv,
